Customer ID,RecencyDays,TransactionCount,PurchaseDays,TotalSpend,AverageOrderValue,TotalQuantity,UniqueProducts,ActiveMonths,Country,AvgItemsPerTransaction,PurchaseDaysPerMonth,return_30d,PredictionDate
12533,61,1,1,929.9200000000001,21.134545454545457,484,44,1,Germany,484.0,1.0,0,2010-02-01
12539,39,2,1,5149.06,24.874685990338165,2128,104,1,Spain,1064.0,1.0,0,2010-02-01
12540,21,2,2,1172.8400000000001,33.50971428571429,379,34,2,Spain,189.5,1.0,1,2010-02-01
12549,4,4,3,1159.3700000000001,34.099117647058826,953,31,1,USA,238.25,3.0,0,2010-02-01
12555,5,1,1,129.23,129.23,1,1,1,Spain,1.0,1.0,0,2010-02-01
12557,45,1,1,1952.64,650.88,576,3,1,Spain,576.0,1.0,0,2010-02-01
12570,5,1,1,77.52,77.52,1,1,1,Spain,1.0,1.0,0,2010-02-01
12577,59,1,1,210.55,16.196153846153848,79,13,1,France,79.0,1.0,0,2010-02-01
12583,56,1,1,817.4399999999999,35.54086956521739,388,23,1,France,388.0,1.0,1,2010-02-01
12586,46,1,1,422.35,22.228947368421053,157,19,1,Italy,157.0,1.0,0,2010-02-01
12589,12,1,1,715.5,16.63953488372093,307,43,1,France,307.0,1.0,0,2010-02-01
12600,5,4,4,923.0,41.95454545454545,237,16,2,Germany,59.25,2.0,1,2010-02-01
12606,5,1,1,21.0,21.0,1,1,1,Spain,1.0,1.0,0,2010-02-01
12609,42,1,1,330.6,19.447058823529414,134,17,1,Germany,134.0,1.0,0,2010-02-01
12613,48,1,1,1333.1100000000001,21.50177419354839,897,60,1,Germany,897.0,1.0,0,2010-02-01
12623,19,1,1,1579.72,26.328666666666667,818,60,1,Germany,818.0,1.0,1,2010-02-01
12631,16,1,1,738.1800000000001,23.068125000000002,262,32,1,Finland,262.0,1.0,0,2010-02-01
12636,61,1,1,141.0,141.0,1,1,1,USA,1.0,1.0,0,2010-02-01
12644,17,1,1,671.93,16.79825,325,40,1,Germany,325.0,1.0,1,2010-02-01
12647,18,1,1,1383.41,38.42805555555556,512,36,1,Germany,512.0,1.0,1,2010-02-01
12648,24,1,1,205.75,18.704545454545453,104,11,1,Germany,104.0,1.0,0,2010-02-01
12649,16,2,2,385.5,22.676470588235293,208,17,1,Germany,104.0,2.0,0,2010-02-01
12664,49,1,1,549.08,137.27,134,4,1,Finland,134.0,1.0,0,2010-02-01
12668,0,1,1,1755.74,17.734747474747476,802,99,1,Germany,802.0,1.0,0,2010-02-01
12678,23,2,2,2310.3,59.23846153846154,1889,39,1,France,944.5,2.0,0,2010-02-01
12681,5,3,3,2288.61,23.593917525773197,1471,64,2,France,490.3333333333333,1.5,1,2010-02-01
12682,18,4,4,1927.3,25.02987012987013,758,59,2,France,189.5,2.0,1,2010-02-01
12683,42,2,2,1233.36,20.219016393442622,920,57,1,France,460.0,2.0,1,2010-02-01
12703,7,1,1,557.53,13.93825,342,40,1,Germany,342.0,1.0,0,2010-02-01
12708,9,2,2,529.12,15.117714285714285,285,33,2,Germany,142.5,1.0,1,2010-02-01
12709,5,5,2,3351.8,71.31489361702128,1434,44,2,Germany,286.8,1.0,0,2010-02-01
12712,53,1,1,333.8,15.895238095238096,196,21,1,Germany,196.0,1.0,1,2010-02-01
12714,23,2,2,2652.84,20.40646153846154,1547,126,2,France,773.5,1.0,0,2010-02-01
12733,12,1,1,1130.22,15.918591549295774,391,65,1,USA,391.0,1.0,0,2010-02-01
12745,5,1,1,201.56,201.56,1,1,1,EIRE,1.0,1.0,0,2010-02-01
12747,46,3,3,1032.0,41.28,204,18,1,United Kingdom,68.0,3.0,1,2010-02-01
12748,0,13,12,2527.05,21.415677966101697,1003,111,2,United Kingdom,77.15384615384616,6.0,1,2010-02-01
12755,16,1,1,2.95,2.95,1,1,1,Japan,1.0,1.0,1,2010-02-01
12758,61,1,1,2454.68,31.071898734177214,1403,79,1,Portugal,1403.0,1.0,0,2010-02-01
12759,58,1,1,508.26,23.10272727272727,281,22,1,Netherlands,281.0,1.0,0,2010-02-01
12779,59,1,1,371.82,16.900909090909092,266,22,1,Poland,266.0,1.0,1,2010-02-01
12785,54,1,1,366.9,19.310526315789474,172,19,1,Portugal,172.0,1.0,0,2010-02-01
12789,16,1,1,89.25,44.625,16,2,1,Netherlands,16.0,1.0,0,2010-02-01
12813,16,1,1,244.2,34.885714285714286,181,7,1,Netherlands,181.0,1.0,0,2010-02-01
12820,18,2,2,483.28999999999996,18.588076923076922,419,26,2,United Kingdom,209.5,1.0,1,2010-02-01
12823,2,1,1,416.5,416.5,70,1,1,United Kingdom,70.0,1.0,0,2010-02-01
12826,44,1,1,458.2,57.275,268,8,1,United Kingdom,268.0,1.0,0,2010-02-01
12835,3,10,8,1598.09,9.56940119760479,621,86,2,United Kingdom,62.1,4.0,1,2010-02-01
12836,10,2,2,667.97,16.69925,151,38,2,United Kingdom,75.5,1.0,1,2010-02-01
12839,5,4,4,1095.08,20.66188679245283,658,42,2,United Kingdom,164.5,2.0,0,2010-02-01
12842,60,1,1,397.20000000000005,132.4,168,3,1,United Kingdom,168.0,1.0,0,2010-02-01
12843,4,2,2,87.69,3.65375,50,24,2,United Kingdom,25.0,1.0,0,2010-02-01
12846,5,1,1,15.58,15.58,1,1,1,United Kingdom,1.0,1.0,0,2010-02-01
12854,51,1,1,522.44,11.873636363636365,306,44,1,United Kingdom,306.0,1.0,1,2010-02-01
12857,6,1,1,204.6,20.46,89,10,1,United Kingdom,89.0,1.0,0,2010-02-01
12860,16,1,1,54.22,3.38875,26,16,1,United Kingdom,26.0,1.0,0,2010-02-01
12867,46,1,1,286.49,7.958055555555556,232,36,1,United Kingdom,232.0,1.0,1,2010-02-01
12869,4,1,1,337.66999999999996,9.126216216216216,144,35,1,United Kingdom,144.0,1.0,0,2010-02-01
12872,3,2,2,647.5500000000001,7.195000000000001,382,75,2,United Kingdom,191.0,1.0,1,2010-02-01
12873,4,1,1,492.4,35.17142857142857,248,14,1,United Kingdom,248.0,1.0,0,2010-02-01
12875,20,1,1,305.28000000000003,152.64000000000001,864,2,1,United Kingdom,864.0,1.0,0,2010-02-01
12877,13,1,1,299.49,12.47875,215,24,1,United Kingdom,215.0,1.0,0,2010-02-01
12905,5,1,1,593.66,19.15032258064516,322,31,1,United Kingdom,322.0,1.0,0,2010-02-01
12913,20,3,3,1220.73,76.295625,505,13,2,United Kingdom,168.33333333333334,1.5,0,2010-02-01
12916,7,1,1,379.33000000000004,22.31352941176471,157,17,1,United Kingdom,157.0,1.0,0,2010-02-01
12917,53,1,1,1552.9,221.84285714285716,322,7,1,United Kingdom,322.0,1.0,0,2010-02-01
12920,48,2,1,138.9,19.842857142857145,58,7,1,United Kingdom,29.0,1.0,0,2010-02-01
12921,4,6,5,3324.37,27.935882352941174,2090,78,2,United Kingdom,348.3333333333333,2.5,1,2010-02-01
12924,48,3,2,280.35,23.3625,159,11,1,United Kingdom,53.0,2.0,0,2010-02-01
12926,48,1,1,370.77,3.902842105263158,177,90,1,United Kingdom,177.0,1.0,1,2010-02-01
12931,3,4,4,1773.95,197.10555555555555,1055,7,2,United Kingdom,263.75,2.0,1,2010-02-01
12933,52,1,1,155.79,5.77,67,27,1,United Kingdom,67.0,1.0,0,2010-02-01
12934,59,1,1,181.65,90.825,31,2,1,United Kingdom,31.0,1.0,0,2010-02-01
12937,45,2,2,314.57,11.234642857142857,219,27,1,United Kingdom,109.5,2.0,0,2010-02-01
12939,19,1,1,495.0,247.5,300,2,1,United Kingdom,300.0,1.0,1,2010-02-01
12941,47,1,1,377.49,13.981111111111112,381,27,1,United Kingdom,381.0,1.0,0,2010-02-01
12948,53,2,2,252.48,28.05333333333333,224,7,1,United Kingdom,112.0,2.0,0,2010-02-01
12949,2,3,3,3225.9700000000003,23.896074074074075,1797,99,2,United Kingdom,599.0,1.5,1,2010-02-01
12951,21,1,1,168.3,16.830000000000002,90,10,1,United Kingdom,90.0,1.0,1,2010-02-01
12956,7,3,3,413.82,17.992173913043477,306,23,2,United Kingdom,102.0,1.5,0,2010-02-01
12957,51,1,1,1107.95,22.159000000000002,625,50,1,United Kingdom,625.0,1.0,0,2010-02-01
12970,58,1,1,237.99,2.974875,172,70,1,United Kingdom,172.0,1.0,0,2010-02-01
12971,10,3,3,404.65,67.44166666666666,723,6,2,United Kingdom,241.0,1.5,1,2010-02-01
12975,56,1,1,441.63,19.20130434782609,115,23,1,United Kingdom,115.0,1.0,0,2010-02-01
12978,10,3,3,1447.83,14.926082474226803,821,87,2,United Kingdom,273.6666666666667,1.5,0,2010-02-01
12979,52,1,1,517.7,9.244642857142859,520,56,1,United Arab Emirates,520.0,1.0,0,2010-02-01
12980,20,2,2,1480.8000000000002,246.80000000000004,136,4,2,United Kingdom,68.0,1.0,1,2010-02-01
12986,10,1,1,303.87,18.991875,135,16,1,United Kingdom,135.0,1.0,0,2010-02-01
12987,11,1,1,282.33,17.645625,168,16,1,United Kingdom,168.0,1.0,0,2010-02-01
12989,2,3,3,551.34,91.89,330,5,2,United Kingdom,110.0,1.5,1,2010-02-01
12992,48,1,1,93.35,15.558333333333332,21,6,1,United Kingdom,21.0,1.0,0,2010-02-01
13000,48,1,1,497.65,16.05322580645161,169,31,1,United Kingdom,169.0,1.0,0,2010-02-01
13001,6,2,2,1921.85,14.45,903,123,2,United Kingdom,451.5,1.0,1,2010-02-01
13004,14,3,3,1099.71,14.281948051948053,689,68,2,United Kingdom,229.66666666666666,1.5,1,2010-02-01
13008,46,1,1,189.31,17.21,75,11,1,United Kingdom,75.0,1.0,0,2010-02-01
13013,48,1,1,756.51,28.01888888888889,346,27,1,United Kingdom,346.0,1.0,0,2010-02-01
13019,52,2,2,445.3,23.436842105263157,130,19,1,United Kingdom,65.0,2.0,0,2010-02-01
13021,57,1,1,233.71,16.693571428571428,185,14,1,United Kingdom,185.0,1.0,0,2010-02-01
13025,54,1,1,323.39,24.876153846153844,241,13,1,United Kingdom,241.0,1.0,0,2010-02-01
13026,49,1,1,335.98,14.607826086956523,328,23,1,United Kingdom,328.0,1.0,0,2010-02-01
13027,9,2,2,576.0,96.0,1440,6,1,United Kingdom,720.0,2.0,1,2010-02-01
13036,7,1,1,307.1,51.18333333333334,38,6,1,United Kingdom,38.0,1.0,0,2010-02-01
13037,13,2,2,604.69,15.504871794871796,303,39,2,United Kingdom,151.5,1.0,0,2010-02-01
13039,45,1,1,162.8,20.35,52,8,1,United Kingdom,52.0,1.0,0,2010-02-01
13042,55,1,1,665.15,8.868666666666666,441,75,1,United Kingdom,441.0,1.0,1,2010-02-01
13044,23,1,1,177.35000000000002,19.70555555555556,79,9,1,United Kingdom,79.0,1.0,1,2010-02-01
13047,23,2,2,870.28,33.472307692307695,432,24,2,United Kingdom,216.0,1.0,0,2010-02-01
13048,4,1,1,394.6,18.79047619047619,228,21,1,United Kingdom,228.0,1.0,0,2010-02-01
13050,17,2,2,671.11,17.66078947368421,295,34,2,United Kingdom,147.5,1.0,1,2010-02-01
13070,55,1,1,154.2,19.275,76,8,1,United Kingdom,76.0,1.0,0,2010-02-01
13074,12,2,2,634.0,27.565217391304348,224,23,2,United Kingdom,112.0,1.0,0,2010-02-01
13077,45,2,2,638.59,12.048867924528302,337,52,1,United Kingdom,168.5,2.0,0,2010-02-01
13078,9,6,6,3221.13,45.36802816901409,1050,41,2,United Kingdom,175.0,3.0,1,2010-02-01
13081,24,2,2,5963.4800000000005,21.764525547445256,4517,243,2,United Kingdom,2258.5,1.0,1,2010-02-01
13082,40,2,1,192.18,48.045,210,3,1,United Kingdom,105.0,1.0,0,2010-02-01
13085,2,6,3,2017.2,32.535483870967745,728,33,2,United Kingdom,121.33333333333333,1.5,0,2010-02-01
13087,49,1,1,313.64,20.909333333333333,86,15,1,United Kingdom,86.0,1.0,0,2010-02-01
13089,3,10,10,6394.37,42.34682119205298,3012,99,2,United Kingdom,301.2,5.0,1,2010-02-01
13091,52,2,1,1976.0,82.33333333333333,873,24,1,United Kingdom,436.5,1.0,0,2010-02-01
13093,0,7,5,4165.75,42.07828282828283,2265,52,2,United Kingdom,323.57142857142856,2.5,1,2010-02-01
13097,5,4,4,1770.55,11.0659375,847,130,2,United Kingdom,211.75,2.0,0,2010-02-01
13101,4,1,1,168.55,6.742000000000001,127,25,1,United Kingdom,127.0,1.0,0,2010-02-01
13110,13,2,2,552.08,13.144761904761905,141,37,2,United Kingdom,70.5,1.0,1,2010-02-01
13111,41,1,1,321.88000000000005,26.823333333333338,180,12,1,United Kingdom,180.0,1.0,0,2010-02-01
13114,53,1,1,234.38,14.64875,74,16,1,United Kingdom,74.0,1.0,0,2010-02-01
13136,54,1,1,549.09,20.33666666666667,285,27,1,United Kingdom,285.0,1.0,0,2010-02-01
13141,6,2,2,1376.91,30.598000000000003,633,44,2,United Kingdom,316.5,1.0,1,2010-02-01
13148,10,2,2,843.9000000000001,11.404054054054056,310,66,2,United Kingdom,155.0,1.0,1,2010-02-01
13152,17,1,1,480.47,16.56793103448276,243,29,1,United Kingdom,243.0,1.0,1,2010-02-01
13154,58,1,1,337.1,18.727777777777778,152,18,1,United Kingdom,152.0,1.0,0,2010-02-01
13162,18,4,4,2782.4900000000002,50.59072727272728,1381,52,2,United Kingdom,345.25,2.0,1,2010-02-01
13173,13,3,3,587.7900000000001,13.669534883720932,265,41,2,United Kingdom,88.33333333333333,1.5,1,2010-02-01
13174,3,3,2,1547.17,13.223675213675214,847,106,2,United Kingdom,282.3333333333333,1.0,0,2010-02-01
13175,58,1,1,319.15,15.9575,201,20,1,United Kingdom,201.0,1.0,0,2010-02-01
13178,14,2,2,1227.54,16.151842105263157,931,62,2,United Kingdom,465.5,1.0,1,2010-02-01
13190,0,2,2,362.05,32.913636363636364,79,10,2,United Kingdom,39.5,1.0,0,2010-02-01
13192,9,1,1,724.92,16.475454545454543,598,44,1,United Kingdom,598.0,1.0,0,2010-02-01
13199,23,2,2,520.56,173.51999999999998,336,3,2,United Kingdom,168.0,1.0,1,2010-02-01
13202,53,1,1,320.2,40.025,108,8,1,United Kingdom,108.0,1.0,1,2010-02-01
13203,45,1,1,339.9,17.889473684210525,368,19,1,United Kingdom,368.0,1.0,0,2010-02-01
13204,54,1,1,966.6600000000001,16.958947368421054,428,57,1,United Kingdom,428.0,1.0,0,2010-02-01
13206,6,5,5,4074.88,13.448448844884489,3943,237,2,United Kingdom,788.6,2.5,1,2010-02-01
13208,59,1,1,61.12,3.82,56,16,1,United Kingdom,56.0,1.0,0,2010-02-01
13209,7,1,1,257.3,36.75714285714286,76,7,1,United Kingdom,76.0,1.0,0,2010-02-01
13211,56,1,1,235.84,15.722666666666667,102,15,1,United Kingdom,102.0,1.0,0,2010-02-01
13225,45,1,1,1425.3,61.9695652173913,682,23,1,United Kingdom,682.0,1.0,1,2010-02-01
13233,17,1,1,290.63,17.095882352941175,231,17,1,United Kingdom,231.0,1.0,0,2010-02-01
13234,55,1,1,228.4,4.758333333333334,118,45,1,United Kingdom,118.0,1.0,1,2010-02-01
13249,7,1,1,76.4,38.2,56,2,1,United Kingdom,56.0,1.0,0,2010-02-01
13253,26,1,1,974.39,38.9756,883,25,1,United Kingdom,883.0,1.0,0,2010-02-01
13259,0,2,2,333.03,4.269615384615384,101,74,1,United Kingdom,50.5,2.0,1,2010-02-01
13266,45,1,1,295.55,26.86818181818182,176,11,1,United Kingdom,176.0,1.0,0,2010-02-01
13267,2,4,4,1389.54,24.377894736842105,529,50,2,United Kingdom,132.25,2.0,0,2010-02-01
13269,45,3,2,526.62,19.504444444444445,550,23,1,United Kingdom,183.33333333333334,2.0,1,2010-02-01
13287,27,1,1,264.38,14.687777777777777,122,18,1,United Kingdom,122.0,1.0,1,2010-02-01
13289,46,1,1,307.95,19.246875,119,16,1,United Kingdom,119.0,1.0,0,2010-02-01
13313,6,3,2,695.99,17.845897435897434,745,39,2,United Kingdom,248.33333333333334,1.0,0,2010-02-01
13315,12,1,1,310.26000000000005,14.102727272727275,232,22,1,United Kingdom,232.0,1.0,0,2010-02-01
13317,49,1,1,416.82,17.3675,229,24,1,United Kingdom,229.0,1.0,1,2010-02-01
13319,16,5,5,2103.56,28.047466666666665,837,59,2,United Kingdom,167.4,2.5,1,2010-02-01
13327,5,3,3,1392.82,24.435438596491228,674,55,2,United Kingdom,224.66666666666666,1.5,1,2010-02-01
13329,58,1,1,334.65,17.61315789473684,270,19,1,United Kingdom,270.0,1.0,0,2010-02-01
13338,26,1,1,757.1,17.606976744186046,480,43,1,United Kingdom,480.0,1.0,0,2010-02-01
13360,17,2,2,715.15,31.093478260869563,301,22,1,United Kingdom,150.5,2.0,0,2010-02-01
13373,56,1,1,748.42,21.38342857142857,336,35,1,United Kingdom,336.0,1.0,0,2010-02-01
13381,61,1,1,17.4,17.4,12,1,1,United Kingdom,12.0,1.0,1,2010-02-01
13382,54,1,1,255.04000000000002,15.940000000000001,123,16,1,United Kingdom,123.0,1.0,0,2010-02-01
13392,0,1,1,91.14,11.3925,82,8,1,United Kingdom,82.0,1.0,0,2010-02-01
13393,47,2,2,389.7,29.976923076923075,161,11,1,United Kingdom,80.5,2.0,1,2010-02-01
13394,24,2,2,1004.36,15.693125,738,59,2,United Kingdom,369.0,1.0,1,2010-02-01
13397,11,1,1,323.0,64.6,36,5,1,United Kingdom,36.0,1.0,1,2010-02-01
13403,46,1,1,78.6,26.2,44,3,1,United Kingdom,44.0,1.0,0,2010-02-01
13405,47,1,1,146.45999999999998,48.81999999999999,582,3,1,United Kingdom,582.0,1.0,0,2010-02-01
13408,25,7,6,3083.18,58.17320754716981,1909,45,2,United Kingdom,272.7142857142857,3.0,1,2010-02-01
13410,21,2,2,682.9200000000001,97.56000000000002,324,7,2,United Kingdom,162.0,1.0,0,2010-02-01
13413,10,1,1,17.49,3.4979999999999998,17,5,1,United Kingdom,17.0,1.0,1,2010-02-01
13415,51,1,1,466.92,6.670285714285715,247,70,1,United Kingdom,247.0,1.0,0,2010-02-01
13416,59,1,1,228.3,32.614285714285714,66,7,1,United Kingdom,66.0,1.0,0,2010-02-01
13418,51,1,1,811.76,40.588,704,20,1,United Kingdom,704.0,1.0,0,2010-02-01
13426,46,2,2,942.27,27.713823529411766,637,34,1,United Kingdom,318.5,2.0,0,2010-02-01
13427,45,1,1,96.0,16.0,96,6,1,United Kingdom,96.0,1.0,0,2010-02-01
13433,19,1,1,95.2,47.6,32,2,1,United Kingdom,32.0,1.0,0,2010-02-01
13442,26,2,2,316.1,12.644,58,22,2,United Kingdom,29.0,1.0,1,2010-02-01
13443,0,1,1,229.76999999999998,12.764999999999999,281,18,1,United Kingdom,281.0,1.0,0,2010-02-01
13448,3,3,3,1634.4,13.287804878048782,844,103,2,United Kingdom,281.3333333333333,1.5,0,2010-02-01
13455,40,2,2,431.65,17.985416666666666,134,23,1,United Kingdom,67.0,2.0,0,2010-02-01
13457,11,2,2,148.22,16.468888888888888,96,9,2,United Kingdom,48.0,1.0,0,2010-02-01
13459,5,1,1,630.79,15.769749999999998,463,40,1,United Kingdom,463.0,1.0,0,2010-02-01
13462,12,2,2,377.52,14.52,256,25,2,United Kingdom,128.0,1.0,0,2010-02-01
13468,4,5,5,1457.73,19.699054054054056,541,59,2,United Kingdom,108.2,2.5,1,2010-02-01
13473,47,1,1,388.74,43.193333333333335,206,9,1,United Kingdom,206.0,1.0,1,2010-02-01
13477,6,1,1,422.70000000000005,15.096428571428573,144,28,1,United Kingdom,144.0,1.0,0,2010-02-01
13478,0,1,1,386.19,15.4476,277,25,1,United Kingdom,277.0,1.0,0,2010-02-01
13480,2,1,1,493.94,15.933548387096774,202,31,1,United Kingdom,202.0,1.0,0,2010-02-01
13481,58,1,1,311.2,19.45,148,16,1,United Kingdom,148.0,1.0,0,2010-02-01
13485,54,2,2,204.70000000000002,20.470000000000002,99,10,1,United Kingdom,49.5,2.0,0,2010-02-01
13487,57,1,1,103.95,17.325,25,6,1,United Kingdom,25.0,1.0,0,2010-02-01
13488,6,1,1,350.73,17.5365,185,20,1,United Kingdom,185.0,1.0,0,2010-02-01
13491,17,4,4,983.74,21.385652173913044,436,35,2,United Kingdom,109.0,2.0,1,2010-02-01
13495,47,2,2,819.91,40.9955,397,16,1,United Kingdom,198.5,2.0,0,2010-02-01
13498,53,1,1,327.38,19.25764705882353,362,17,1,United Kingdom,362.0,1.0,0,2010-02-01
13510,41,1,1,266.7,17.779999999999998,135,15,1,United Kingdom,135.0,1.0,1,2010-02-01
13514,5,1,1,346.3,34.63,96,10,1,United Kingdom,96.0,1.0,0,2010-02-01
13520,45,1,1,589.4,39.29333333333333,220,15,1,Switzerland,220.0,1.0,1,2010-02-01
13526,61,2,1,1182.0,26.863636363636363,1911,29,1,United Kingdom,955.5,1.0,0,2010-02-01
13527,7,2,2,754.69,8.878705882352941,426,77,1,United Kingdom,213.0,2.0,0,2010-02-01
13531,59,1,1,311.7,20.779999999999998,126,15,1,United Kingdom,126.0,1.0,0,2010-02-01
13542,0,3,3,550.66,14.491052631578947,92,21,2,United Kingdom,30.666666666666668,1.5,1,2010-02-01
13543,10,1,1,588.45,28.021428571428572,143,21,1,United Kingdom,143.0,1.0,0,2010-02-01
13555,12,2,1,815.28,12.73875,360,57,1,United Kingdom,180.0,1.0,0,2010-02-01
13557,2,4,4,1026.32,14.455211267605632,915,61,2,United Kingdom,228.75,2.0,0,2010-02-01
13562,17,1,1,939.4,26.094444444444445,202,36,1,United Kingdom,202.0,1.0,1,2010-02-01
13564,6,6,5,1837.79,10.382994350282486,945,114,2,United Kingdom,157.5,2.5,1,2010-02-01
13571,54,1,1,111.24000000000001,9.270000000000001,76,12,1,United Kingdom,76.0,1.0,1,2010-02-01
13576,18,2,2,759.63,54.25928571428572,285,11,2,United Kingdom,142.5,1.0,1,2010-02-01
13577,45,3,3,399.4,19.01904761904762,187,21,1,United Kingdom,62.333333333333336,3.0,0,2010-02-01
13583,2,1,1,664.001,15.441883720930232,372,43,1,United Kingdom,372.0,1.0,0,2010-02-01
13585,61,1,1,12.75,12.75,1,1,1,United Kingdom,1.0,1.0,0,2010-02-01
13589,56,1,1,269.15,17.94333333333333,77,15,1,United Kingdom,77.0,1.0,0,2010-02-01
13590,4,2,2,915.62,10.287865168539327,732,86,2,United Kingdom,366.0,1.0,1,2010-02-01
13591,48,1,1,53.2,26.6,4,2,1,United Kingdom,4.0,1.0,0,2010-02-01
13599,47,2,2,975.59,25.67342105263158,834,38,1,United Kingdom,417.0,2.0,1,2010-02-01
13610,5,2,2,451.83,6.18945205479452,194,67,1,United Kingdom,97.0,2.0,0,2010-02-01
13611,59,1,1,337.93,16.8965,227,20,1,United Kingdom,227.0,1.0,0,2010-02-01
13615,3,1,1,808.15,15.248113207547169,359,53,1,United Kingdom,359.0,1.0,0,2010-02-01
13616,14,1,1,178.0,8.9,140,17,1,United Kingdom,140.0,1.0,0,2010-02-01
13622,19,1,1,658.95,20.5921875,379,32,1,United Kingdom,379.0,1.0,0,2010-02-01
13623,10,2,2,1041.14,10.959368421052632,418,88,2,United Kingdom,209.0,1.0,0,2010-02-01
13634,14,2,2,440.3,8.153703703703703,234,49,1,United Kingdom,117.0,2.0,0,2010-02-01
13635,47,2,2,797.15,19.92875,477,38,1,United Kingdom,238.5,2.0,0,2010-02-01
13641,41,4,3,781.86,22.338857142857144,889,33,1,United Kingdom,222.25,3.0,0,2010-02-01
13643,54,1,1,311.8,31.18,90,10,1,United Kingdom,90.0,1.0,0,2010-02-01
13648,61,1,1,263.09000000000003,17.539333333333335,203,15,1,United Kingdom,203.0,1.0,1,2010-02-01
13650,5,1,1,505.13,21.047083333333333,254,24,1,United Kingdom,254.0,1.0,0,2010-02-01
13654,60,1,1,159.98000000000002,19.997500000000002,90,8,1,United Kingdom,90.0,1.0,0,2010-02-01
13666,58,1,1,19.5,9.75,2,2,1,United Kingdom,2.0,1.0,0,2010-02-01
13668,11,2,2,831.3,75.57272727272726,142,7,2,United Kingdom,71.0,1.0,0,2010-02-01
13672,53,1,1,233.53,19.460833333333333,81,12,1,United Kingdom,81.0,1.0,0,2010-02-01
13679,58,1,1,126.8,6.038095238095238,34,21,1,United Kingdom,34.0,1.0,0,2010-02-01
13680,17,4,4,3922.3700000000003,14.315218978102191,1553,183,2,United Kingdom,388.25,2.0,1,2010-02-01
13693,7,5,5,904.4100000000001,19.24276595744681,377,46,2,United Kingdom,75.4,2.5,0,2010-02-01
13694,3,24,13,40029.29,133.43096666666668,47742,258,2,United Kingdom,1989.25,6.5,1,2010-02-01
13698,4,1,1,184.3,23.0375,42,8,1,United Kingdom,42.0,1.0,0,2010-02-01
13709,20,1,1,306.74,15.337,172,20,1,United Kingdom,172.0,1.0,0,2010-02-01
13711,7,4,4,1019.9,20.814285714285713,459,45,2,United Kingdom,114.75,2.0,0,2010-02-01
13727,24,2,2,223.65,20.331818181818182,33,10,2,United Kingdom,16.5,1.0,1,2010-02-01
